"Team","split","input","game_code","stats"
"Houston","recency10","Defensive_3PAr","Tulane 20230222",44
"Houston","recency10","Defensive_3PAr","East Carolina 20230225",44
"Houston","recency10","Defensive_3PAr","Wichita State 20230302",32.4
"Houston","recency10","Defensive_3PAr","Memphis 20230305",34
"Houston","recency10","Defensive_3PAr","East Carolina 20230310",37.3
"Houston","recency10","Defensive_3PAr","Cincinnati 20230311",54.9
"Houston","recency10","Defensive_3PAr","Memphis 20230312",22.6
"Houston","recency10","Defensive_3PAr","Northern Kentucky 20230316",47.8
"Houston","recency10","Defensive_3PAr","Auburn 20230318",30.2
"Houston","recency10","Defensive_3PAr","Miami 20230324",41.7
"Houston","home","Defensive_3PAr","Northern Colorado 20221107",53.8
"Houston","home","Defensive_3PAr","Oral Roberts 20221114",61.3
"Houston","home","Defensive_3PAr","Texas Southern 20221116",32.7
"Houston","home","Defensive_3PAr","Kent State 20221126",46
"Houston","home","Defensive_3PAr","Norfolk State 20221129",31.6
"Houston","home","Defensive_3PAr","North Florida 20221206",54.5
"Houston","home","Defensive_3PAr","Alabama 20221210",42.6
"Houston","home","Defensive_3PAr","North Carolina A&T 20221213",48.1
"Houston","home","Defensive_3PAr","McNeese 20221221",49
"Houston","home","Defensive_3PAr","UCF 20221231",50
"Houston","home","Defensive_3PAr","SMU 20230105",40.8
"Houston","home","Defensive_3PAr","South Florida 20230111",44.7
"Houston","home","Defensive_3PAr","Temple 20230122",53.3
"Houston","home","Defensive_3PAr","Cincinnati 20230128",44.3
"Houston","home","Defensive_3PAr","Tulsa 20230208",53.7
"Houston","home","Defensive_3PAr","Memphis 20230219",28.8
"Houston","home","Defensive_3PAr","Tulane 20230222",44
"Houston","home","Defensive_3PAr","Wichita State 20230302",32.4
"Houston","away","Defensive_3PAr","Saint Joseph's 20221111",44.4
"Houston","away","Defensive_3PAr","Oregon 20221120",44.9
"Houston","away","Defensive_3PAr","Saint Mary's 20221203",47.8
"Houston","away","Defensive_3PAr","Virginia 20221217",45.8
"Houston","away","Defensive_3PAr","Tulsa 20221228",44.6
"Houston","away","Defensive_3PAr","Cincinnati 20230108",45.6
"Houston","away","Defensive_3PAr","Tulane 20230117",47.3
"Houston","away","Defensive_3PAr","UCF 20230125",43.4
"Houston","away","Defensive_3PAr","Wichita State 20230202",37
"Houston","away","Defensive_3PAr","Temple 20230205",52.9
"Houston","away","Defensive_3PAr","SMU 20230216",28.8
"Houston","away","Defensive_3PAr","East Carolina 20230225",44
"Houston","away","Defensive_3PAr","Memphis 20230305",34
"Houston","away","Defensive_3PAr","East Carolina 20230310",37.3
"Houston","away","Defensive_3PAr","Cincinnati 20230311",54.9
"Houston","away","Defensive_3PAr","Memphis 20230312",22.6
"Houston","away","Defensive_3PAr","Northern Kentucky 20230316",47.8
"Houston","away","Defensive_3PAr","Auburn 20230318",30.2
"Houston","away","Defensive_3PAr","Miami 20230324",41.7
"Houston","net50","Defensive_3PAr","Oral Roberts 20221114",61.3
"Houston","net50","Defensive_3PAr","Oregon 20221120",44.9
"Houston","net50","Defensive_3PAr","Saint Mary's 20221203",47.8
"Houston","net50","Defensive_3PAr","Alabama 20221210",42.6
"Houston","net50","Defensive_3PAr","Virginia 20221217",45.8
"Houston","net50","Defensive_3PAr","Memphis 20230219",28.8
"Houston","net50","Defensive_3PAr","Memphis 20230305",34
"Houston","net50","Defensive_3PAr","Memphis 20230312",22.6
"Houston","net50","Defensive_3PAr","Auburn 20230318",30.2
"Houston","net50","Defensive_3PAr","Miami 20230324",41.7
"Houston","net100","Defensive_3PAr","Oral Roberts 20221114",61.3
"Houston","net100","Defensive_3PAr","Oregon 20221120",44.9
"Houston","net100","Defensive_3PAr","Kent State 20221126",46
"Houston","net100","Defensive_3PAr","Saint Mary's 20221203",47.8
"Houston","net100","Defensive_3PAr","Alabama 20221210",42.6
"Houston","net100","Defensive_3PAr","Virginia 20221217",45.8
"Houston","net100","Defensive_3PAr","UCF 20221231",50
"Houston","net100","Defensive_3PAr","Cincinnati 20230108",45.6
"Houston","net100","Defensive_3PAr","UCF 20230125",43.4
"Houston","net100","Defensive_3PAr","Cincinnati 20230128",44.3
"Houston","net100","Defensive_3PAr","Memphis 20230219",28.8
"Houston","net100","Defensive_3PAr","Memphis 20230305",34
"Houston","net100","Defensive_3PAr","Cincinnati 20230311",54.9
"Houston","net100","Defensive_3PAr","Memphis 20230312",22.6
"Houston","net100","Defensive_3PAr","Auburn 20230318",30.2
"Houston","net100","Defensive_3PAr","Miami 20230324",41.7
"Houston","wins","Defensive_3PAr","Northern Colorado 20221107",53.8
"Houston","wins","Defensive_3PAr","Saint Joseph's 20221111",44.4
"Houston","wins","Defensive_3PAr","Oral Roberts 20221114",61.3
"Houston","wins","Defensive_3PAr","Texas Southern 20221116",32.7
"Houston","wins","Defensive_3PAr","Oregon 20221120",44.9
"Houston","wins","Defensive_3PAr","Kent State 20221126",46
"Houston","wins","Defensive_3PAr","Norfolk State 20221129",31.6
"Houston","wins","Defensive_3PAr","Saint Mary's 20221203",47.8
"Houston","wins","Defensive_3PAr","North Florida 20221206",54.5
"Houston","wins","Defensive_3PAr","North Carolina A&T 20221213",48.1
"Houston","wins","Defensive_3PAr","Virginia 20221217",45.8
"Houston","wins","Defensive_3PAr","McNeese 20221221",49
"Houston","wins","Defensive_3PAr","Tulsa 20221228",44.6
"Houston","wins","Defensive_3PAr","UCF 20221231",50
"Houston","wins","Defensive_3PAr","SMU 20230105",40.8
"Houston","wins","Defensive_3PAr","Cincinnati 20230108",45.6
"Houston","wins","Defensive_3PAr","South Florida 20230111",44.7
"Houston","wins","Defensive_3PAr","Tulane 20230117",47.3
"Houston","wins","Defensive_3PAr","UCF 20230125",43.4
"Houston","wins","Defensive_3PAr","Cincinnati 20230128",44.3
"Houston","wins","Defensive_3PAr","Wichita State 20230202",37
"Houston","wins","Defensive_3PAr","Temple 20230205",52.9
"Houston","wins","Defensive_3PAr","Tulsa 20230208",53.7
"Houston","wins","Defensive_3PAr","SMU 20230216",28.8
"Houston","wins","Defensive_3PAr","Memphis 20230219",28.8
"Houston","wins","Defensive_3PAr","Tulane 20230222",44
"Houston","wins","Defensive_3PAr","East Carolina 20230225",44
"Houston","wins","Defensive_3PAr","Wichita State 20230302",32.4
"Houston","wins","Defensive_3PAr","Memphis 20230305",34
"Houston","wins","Defensive_3PAr","East Carolina 20230310",37.3
"Houston","wins","Defensive_3PAr","Cincinnati 20230311",54.9
"Houston","wins","Defensive_3PAr","Northern Kentucky 20230316",47.8
"Houston","wins","Defensive_3PAr","Auburn 20230318",30.2
"Houston","losses","Defensive_3PAr","Alabama 20221210",42.6
"Houston","losses","Defensive_3PAr","Temple 20230122",53.3
"Houston","losses","Defensive_3PAr","Memphis 20230312",22.6
"Houston","losses","Defensive_3PAr","Miami 20230324",41.7
"Houston","conf","Defensive_3PAr","Tulsa 20221228",44.6
"Houston","conf","Defensive_3PAr","UCF 20221231",50
"Houston","conf","Defensive_3PAr","SMU 20230105",40.8
"Houston","conf","Defensive_3PAr","Cincinnati 20230108",45.6
"Houston","conf","Defensive_3PAr","South Florida 20230111",44.7
"Houston","conf","Defensive_3PAr","Tulane 20230117",47.3
"Houston","conf","Defensive_3PAr","Temple 20230122",53.3
"Houston","conf","Defensive_3PAr","UCF 20230125",43.4
"Houston","conf","Defensive_3PAr","Cincinnati 20230128",44.3
"Houston","conf","Defensive_3PAr","Wichita State 20230202",37
"Houston","conf","Defensive_3PAr","Temple 20230205",52.9
"Houston","conf","Defensive_3PAr","Tulsa 20230208",53.7
"Houston","conf","Defensive_3PAr","SMU 20230216",28.8
"Houston","conf","Defensive_3PAr","Memphis 20230219",28.8
"Houston","conf","Defensive_3PAr","Tulane 20230222",44
"Houston","conf","Defensive_3PAr","East Carolina 20230225",44
"Houston","conf","Defensive_3PAr","Wichita State 20230302",32.4
"Houston","conf","Defensive_3PAr","Memphis 20230305",34
"Houston","recency5","Defensive_3Ppct","Cincinnati 20230311",21.4
"Houston","recency5","Defensive_3Ppct","Memphis 20230312",50
"Houston","recency5","Defensive_3Ppct","Northern Kentucky 20230316",15.2
"Houston","recency5","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","recency5","Defensive_3Ppct","Miami 20230324",44
"Houston","recency10","Defensive_3Ppct","Tulane 20230222",31.8
"Houston","recency10","Defensive_3Ppct","East Carolina 20230225",36.4
"Houston","recency10","Defensive_3Ppct","Wichita State 20230302",50
"Houston","recency10","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","recency10","Defensive_3Ppct","East Carolina 20230310",15.8
"Houston","recency10","Defensive_3Ppct","Cincinnati 20230311",21.4
"Houston","recency10","Defensive_3Ppct","Memphis 20230312",50
"Houston","recency10","Defensive_3Ppct","Northern Kentucky 20230316",15.2
"Houston","recency10","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","recency10","Defensive_3Ppct","Miami 20230324",44
"Houston","home","Defensive_3Ppct","Northern Colorado 20221107",23.8
"Houston","home","Defensive_3Ppct","Oral Roberts 20221114",21.1
"Houston","home","Defensive_3Ppct","Texas Southern 20221116",18.8
"Houston","home","Defensive_3Ppct","Kent State 20221126",20.7
"Houston","home","Defensive_3Ppct","Norfolk State 20221129",5.6
"Houston","home","Defensive_3Ppct","North Florida 20221206",37.5
"Houston","home","Defensive_3Ppct","Alabama 20221210",30.4
"Houston","home","Defensive_3Ppct","North Carolina A&T 20221213",24
"Houston","home","Defensive_3Ppct","McNeese 20221221",25
"Houston","home","Defensive_3Ppct","UCF 20221231",22.2
"Houston","home","Defensive_3Ppct","SMU 20230105",15
"Houston","home","Defensive_3Ppct","South Florida 20230111",47.6
"Houston","home","Defensive_3Ppct","Temple 20230122",33.3
"Houston","home","Defensive_3Ppct","Cincinnati 20230128",40.7
"Houston","home","Defensive_3Ppct","Tulsa 20230208",13.8
"Houston","home","Defensive_3Ppct","Memphis 20230219",40
"Houston","home","Defensive_3Ppct","Tulane 20230222",31.8
"Houston","home","Defensive_3Ppct","Wichita State 20230302",50
"Houston","away","Defensive_3Ppct","Saint Joseph's 20221111",20.8
"Houston","away","Defensive_3Ppct","Oregon 20221120",13.6
"Houston","away","Defensive_3Ppct","Saint Mary's 20221203",40.9
"Houston","away","Defensive_3Ppct","Virginia 20221217",27.3
"Houston","away","Defensive_3Ppct","Tulsa 20221228",20
"Houston","away","Defensive_3Ppct","Cincinnati 20230108",34.6
"Houston","away","Defensive_3Ppct","Tulane 20230117",23.1
"Houston","away","Defensive_3Ppct","UCF 20230125",39.1
"Houston","away","Defensive_3Ppct","Wichita State 20230202",15
"Houston","away","Defensive_3Ppct","Temple 20230205",44.4
"Houston","away","Defensive_3Ppct","SMU 20230216",33.3
"Houston","away","Defensive_3Ppct","East Carolina 20230225",36.4
"Houston","away","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","away","Defensive_3Ppct","East Carolina 20230310",15.8
"Houston","away","Defensive_3Ppct","Cincinnati 20230311",21.4
"Houston","away","Defensive_3Ppct","Memphis 20230312",50
"Houston","away","Defensive_3Ppct","Northern Kentucky 20230316",15.2
"Houston","away","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","away","Defensive_3Ppct","Miami 20230324",44
"Houston","net50","Defensive_3Ppct","Oral Roberts 20221114",21.1
"Houston","net50","Defensive_3Ppct","Oregon 20221120",13.6
"Houston","net50","Defensive_3Ppct","Saint Mary's 20221203",40.9
"Houston","net50","Defensive_3Ppct","Alabama 20221210",30.4
"Houston","net50","Defensive_3Ppct","Virginia 20221217",27.3
"Houston","net50","Defensive_3Ppct","Memphis 20230219",40
"Houston","net50","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","net50","Defensive_3Ppct","Memphis 20230312",50
"Houston","net50","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","net50","Defensive_3Ppct","Miami 20230324",44
"Houston","net100","Defensive_3Ppct","Oral Roberts 20221114",21.1
"Houston","net100","Defensive_3Ppct","Oregon 20221120",13.6
"Houston","net100","Defensive_3Ppct","Kent State 20221126",20.7
"Houston","net100","Defensive_3Ppct","Saint Mary's 20221203",40.9
"Houston","net100","Defensive_3Ppct","Alabama 20221210",30.4
"Houston","net100","Defensive_3Ppct","Virginia 20221217",27.3
"Houston","net100","Defensive_3Ppct","UCF 20221231",22.2
"Houston","net100","Defensive_3Ppct","Cincinnati 20230108",34.6
"Houston","net100","Defensive_3Ppct","UCF 20230125",39.1
"Houston","net100","Defensive_3Ppct","Cincinnati 20230128",40.7
"Houston","net100","Defensive_3Ppct","Memphis 20230219",40
"Houston","net100","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","net100","Defensive_3Ppct","Cincinnati 20230311",21.4
"Houston","net100","Defensive_3Ppct","Memphis 20230312",50
"Houston","net100","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","net100","Defensive_3Ppct","Miami 20230324",44
"Houston","wins","Defensive_3Ppct","Northern Colorado 20221107",23.8
"Houston","wins","Defensive_3Ppct","Saint Joseph's 20221111",20.8
"Houston","wins","Defensive_3Ppct","Oral Roberts 20221114",21.1
"Houston","wins","Defensive_3Ppct","Texas Southern 20221116",18.8
"Houston","wins","Defensive_3Ppct","Oregon 20221120",13.6
"Houston","wins","Defensive_3Ppct","Kent State 20221126",20.7
"Houston","wins","Defensive_3Ppct","Norfolk State 20221129",5.6
"Houston","wins","Defensive_3Ppct","Saint Mary's 20221203",40.9
"Houston","wins","Defensive_3Ppct","North Florida 20221206",37.5
"Houston","wins","Defensive_3Ppct","North Carolina A&T 20221213",24
"Houston","wins","Defensive_3Ppct","Virginia 20221217",27.3
"Houston","wins","Defensive_3Ppct","McNeese 20221221",25
"Houston","wins","Defensive_3Ppct","Tulsa 20221228",20
"Houston","wins","Defensive_3Ppct","UCF 20221231",22.2
"Houston","wins","Defensive_3Ppct","SMU 20230105",15
"Houston","wins","Defensive_3Ppct","Cincinnati 20230108",34.6
"Houston","wins","Defensive_3Ppct","South Florida 20230111",47.6
"Houston","wins","Defensive_3Ppct","Tulane 20230117",23.1
"Houston","wins","Defensive_3Ppct","UCF 20230125",39.1
"Houston","wins","Defensive_3Ppct","Cincinnati 20230128",40.7
"Houston","wins","Defensive_3Ppct","Wichita State 20230202",15
"Houston","wins","Defensive_3Ppct","Temple 20230205",44.4
"Houston","wins","Defensive_3Ppct","Tulsa 20230208",13.8
"Houston","wins","Defensive_3Ppct","SMU 20230216",33.3
"Houston","wins","Defensive_3Ppct","Memphis 20230219",40
"Houston","wins","Defensive_3Ppct","Tulane 20230222",31.8
"Houston","wins","Defensive_3Ppct","East Carolina 20230225",36.4
"Houston","wins","Defensive_3Ppct","Wichita State 20230302",50
"Houston","wins","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","wins","Defensive_3Ppct","East Carolina 20230310",15.8
"Houston","wins","Defensive_3Ppct","Cincinnati 20230311",21.4
"Houston","wins","Defensive_3Ppct","Northern Kentucky 20230316",15.2
"Houston","wins","Defensive_3Ppct","Auburn 20230318",31.2
"Houston","losses","Defensive_3Ppct","Alabama 20221210",30.4
"Houston","losses","Defensive_3Ppct","Temple 20230122",33.3
"Houston","losses","Defensive_3Ppct","Memphis 20230312",50
"Houston","losses","Defensive_3Ppct","Miami 20230324",44
"Houston","conf","Defensive_3Ppct","Tulsa 20221228",20
"Houston","conf","Defensive_3Ppct","UCF 20221231",22.2
"Houston","conf","Defensive_3Ppct","SMU 20230105",15
"Houston","conf","Defensive_3Ppct","Cincinnati 20230108",34.6
"Houston","conf","Defensive_3Ppct","South Florida 20230111",47.6
"Houston","conf","Defensive_3Ppct","Tulane 20230117",23.1
"Houston","conf","Defensive_3Ppct","Temple 20230122",33.3
"Houston","conf","Defensive_3Ppct","UCF 20230125",39.1
"Houston","conf","Defensive_3Ppct","Cincinnati 20230128",40.7
"Houston","conf","Defensive_3Ppct","Wichita State 20230202",15
"Houston","conf","Defensive_3Ppct","Temple 20230205",44.4
"Houston","conf","Defensive_3Ppct","Tulsa 20230208",13.8
"Houston","conf","Defensive_3Ppct","SMU 20230216",33.3
"Houston","conf","Defensive_3Ppct","Memphis 20230219",40
"Houston","conf","Defensive_3Ppct","Tulane 20230222",31.8
"Houston","conf","Defensive_3Ppct","East Carolina 20230225",36.4
"Houston","conf","Defensive_3Ppct","Wichita State 20230302",50
"Houston","conf","Defensive_3Ppct","Memphis 20230305",33.3
"Houston","recency5","Defensive_TOpct","Cincinnati 20230311",13.8
"Houston","recency5","Defensive_TOpct","Memphis 20230312",16.9
"Houston","recency5","Defensive_TOpct","Northern Kentucky 20230316",11.2
"Houston","recency5","Defensive_TOpct","Auburn 20230318",12.4
"Houston","recency5","Defensive_TOpct","Miami 20230324",8.6
"Houston","recency10","Defensive_TOpct","Tulane 20230222",26.9
"Houston","recency10","Defensive_TOpct","East Carolina 20230225",12.6
"Houston","recency10","Defensive_TOpct","Wichita State 20230302",30.7
"Houston","recency10","Defensive_TOpct","Memphis 20230305",18.7
"Houston","recency10","Defensive_TOpct","East Carolina 20230310",23.8
"Houston","recency10","Defensive_TOpct","Cincinnati 20230311",13.8
"Houston","recency10","Defensive_TOpct","Memphis 20230312",16.9
"Houston","recency10","Defensive_TOpct","Northern Kentucky 20230316",11.2
"Houston","recency10","Defensive_TOpct","Auburn 20230318",12.4
"Houston","recency10","Defensive_TOpct","Miami 20230324",8.6
"Houston","home","Defensive_TOpct","Northern Colorado 20221107",36.1
"Houston","home","Defensive_TOpct","Oral Roberts 20221114",16.4
"Houston","home","Defensive_TOpct","Texas Southern 20221116",27.4
"Houston","home","Defensive_TOpct","Kent State 20221126",18.7
"Houston","home","Defensive_TOpct","Norfolk State 20221129",24.8
"Houston","home","Defensive_TOpct","North Florida 20221206",33
"Houston","home","Defensive_TOpct","Alabama 20221210",20.9
"Houston","home","Defensive_TOpct","North Carolina A&T 20221213",22.2
"Houston","home","Defensive_TOpct","McNeese 20221221",26
"Houston","home","Defensive_TOpct","UCF 20221231",20.7
"Houston","home","Defensive_TOpct","SMU 20230105",16.6
"Houston","home","Defensive_TOpct","South Florida 20230111",26.5
"Houston","home","Defensive_TOpct","Temple 20230122",20.9
"Houston","home","Defensive_TOpct","Cincinnati 20230128",14.3
"Houston","home","Defensive_TOpct","Tulsa 20230208",14.2
"Houston","home","Defensive_TOpct","Memphis 20230219",27.2
"Houston","home","Defensive_TOpct","Tulane 20230222",26.9
"Houston","home","Defensive_TOpct","Wichita State 20230302",30.7
"Houston","away","Defensive_TOpct","Saint Joseph's 20221111",23.3
"Houston","away","Defensive_TOpct","Oregon 20221120",26.6
"Houston","away","Defensive_TOpct","Saint Mary's 20221203",30.3
"Houston","away","Defensive_TOpct","Virginia 20221217",16.9
"Houston","away","Defensive_TOpct","Tulsa 20221228",22.8
"Houston","away","Defensive_TOpct","Cincinnati 20230108",25.9
"Houston","away","Defensive_TOpct","Tulane 20230117",20.9
"Houston","away","Defensive_TOpct","UCF 20230125",13.2
"Houston","away","Defensive_TOpct","Wichita State 20230202",19.7
"Houston","away","Defensive_TOpct","Temple 20230205",24.4
"Houston","away","Defensive_TOpct","SMU 20230216",16.3
"Houston","away","Defensive_TOpct","East Carolina 20230225",12.6
"Houston","away","Defensive_TOpct","Memphis 20230305",18.7
"Houston","away","Defensive_TOpct","East Carolina 20230310",23.8
"Houston","away","Defensive_TOpct","Cincinnati 20230311",13.8
"Houston","away","Defensive_TOpct","Memphis 20230312",16.9
"Houston","away","Defensive_TOpct","Northern Kentucky 20230316",11.2
"Houston","away","Defensive_TOpct","Auburn 20230318",12.4
"Houston","away","Defensive_TOpct","Miami 20230324",8.6
"Houston","net50","Defensive_TOpct","Oral Roberts 20221114",16.4
"Houston","net50","Defensive_TOpct","Oregon 20221120",26.6
"Houston","net50","Defensive_TOpct","Saint Mary's 20221203",30.3
"Houston","net50","Defensive_TOpct","Alabama 20221210",20.9
"Houston","net50","Defensive_TOpct","Virginia 20221217",16.9
"Houston","net50","Defensive_TOpct","Memphis 20230219",27.2
"Houston","net50","Defensive_TOpct","Memphis 20230305",18.7
"Houston","net50","Defensive_TOpct","Memphis 20230312",16.9
"Houston","net50","Defensive_TOpct","Auburn 20230318",12.4
"Houston","net50","Defensive_TOpct","Miami 20230324",8.6
"Houston","net100","Defensive_TOpct","Oral Roberts 20221114",16.4
"Houston","net100","Defensive_TOpct","Oregon 20221120",26.6
"Houston","net100","Defensive_TOpct","Kent State 20221126",18.7
"Houston","net100","Defensive_TOpct","Saint Mary's 20221203",30.3
"Houston","net100","Defensive_TOpct","Alabama 20221210",20.9
"Houston","net100","Defensive_TOpct","Virginia 20221217",16.9
"Houston","net100","Defensive_TOpct","UCF 20221231",20.7
"Houston","net100","Defensive_TOpct","Cincinnati 20230108",25.9
"Houston","net100","Defensive_TOpct","UCF 20230125",13.2
"Houston","net100","Defensive_TOpct","Cincinnati 20230128",14.3
"Houston","net100","Defensive_TOpct","Memphis 20230219",27.2
"Houston","net100","Defensive_TOpct","Memphis 20230305",18.7
"Houston","net100","Defensive_TOpct","Cincinnati 20230311",13.8
"Houston","net100","Defensive_TOpct","Memphis 20230312",16.9
"Houston","net100","Defensive_TOpct","Auburn 20230318",12.4
"Houston","net100","Defensive_TOpct","Miami 20230324",8.6
"Houston","wins","Defensive_TOpct","Northern Colorado 20221107",36.1
"Houston","wins","Defensive_TOpct","Saint Joseph's 20221111",23.3
"Houston","wins","Defensive_TOpct","Oral Roberts 20221114",16.4
"Houston","wins","Defensive_TOpct","Texas Southern 20221116",27.4
"Houston","wins","Defensive_TOpct","Oregon 20221120",26.6
"Houston","wins","Defensive_TOpct","Kent State 20221126",18.7
"Houston","wins","Defensive_TOpct","Norfolk State 20221129",24.8
"Houston","wins","Defensive_TOpct","Saint Mary's 20221203",30.3
"Houston","wins","Defensive_TOpct","North Florida 20221206",33
"Houston","wins","Defensive_TOpct","North Carolina A&T 20221213",22.2
"Houston","wins","Defensive_TOpct","Virginia 20221217",16.9
"Houston","wins","Defensive_TOpct","McNeese 20221221",26
"Houston","wins","Defensive_TOpct","Tulsa 20221228",22.8
"Houston","wins","Defensive_TOpct","UCF 20221231",20.7
"Houston","wins","Defensive_TOpct","SMU 20230105",16.6
"Houston","wins","Defensive_TOpct","Cincinnati 20230108",25.9
"Houston","wins","Defensive_TOpct","South Florida 20230111",26.5
"Houston","wins","Defensive_TOpct","Tulane 20230117",20.9
"Houston","wins","Defensive_TOpct","UCF 20230125",13.2
"Houston","wins","Defensive_TOpct","Cincinnati 20230128",14.3
"Houston","wins","Defensive_TOpct","Wichita State 20230202",19.7
"Houston","wins","Defensive_TOpct","Temple 20230205",24.4
"Houston","wins","Defensive_TOpct","Tulsa 20230208",14.2
"Houston","wins","Defensive_TOpct","SMU 20230216",16.3
"Houston","wins","Defensive_TOpct","Memphis 20230219",27.2
"Houston","wins","Defensive_TOpct","Tulane 20230222",26.9
"Houston","wins","Defensive_TOpct","East Carolina 20230225",12.6
"Houston","wins","Defensive_TOpct","Wichita State 20230302",30.7
"Houston","wins","Defensive_TOpct","Memphis 20230305",18.7
"Houston","wins","Defensive_TOpct","East Carolina 20230310",23.8
"Houston","wins","Defensive_TOpct","Cincinnati 20230311",13.8
"Houston","wins","Defensive_TOpct","Northern Kentucky 20230316",11.2
"Houston","wins","Defensive_TOpct","Auburn 20230318",12.4
"Houston","losses","Defensive_TOpct","Alabama 20221210",20.9
"Houston","losses","Defensive_TOpct","Temple 20230122",20.9
"Houston","losses","Defensive_TOpct","Memphis 20230312",16.9
"Houston","losses","Defensive_TOpct","Miami 20230324",8.6
"Houston","conf","Defensive_TOpct","Tulsa 20221228",22.8
"Houston","conf","Defensive_TOpct","UCF 20221231",20.7
"Houston","conf","Defensive_TOpct","SMU 20230105",16.6
"Houston","conf","Defensive_TOpct","Cincinnati 20230108",25.9
"Houston","conf","Defensive_TOpct","South Florida 20230111",26.5
"Houston","conf","Defensive_TOpct","Tulane 20230117",20.9
"Houston","conf","Defensive_TOpct","Temple 20230122",20.9
"Houston","conf","Defensive_TOpct","UCF 20230125",13.2
"Houston","conf","Defensive_TOpct","Cincinnati 20230128",14.3
"Houston","conf","Defensive_TOpct","Wichita State 20230202",19.7
"Houston","conf","Defensive_TOpct","Temple 20230205",24.4
"Houston","conf","Defensive_TOpct","Tulsa 20230208",14.2
"Houston","conf","Defensive_TOpct","SMU 20230216",16.3
"Houston","conf","Defensive_TOpct","Memphis 20230219",27.2
"Houston","conf","Defensive_TOpct","Tulane 20230222",26.9
"Houston","conf","Defensive_TOpct","East Carolina 20230225",12.6
"Houston","conf","Defensive_TOpct","Wichita State 20230302",30.7
"Houston","conf","Defensive_TOpct","Memphis 20230305",18.7
"Houston","recency5","Defensive_OREBpct","Cincinnati 20230311",20.4
"Houston","recency5","Defensive_OREBpct","Memphis 20230312",31
"Houston","recency5","Defensive_OREBpct","Northern Kentucky 20230316",36.7
"Houston","recency5","Defensive_OREBpct","Auburn 20230318",31.7
"Houston","recency5","Defensive_OREBpct","Miami 20230324",20
"Houston","recency10","Defensive_OREBpct","Tulane 20230222",22.2
"Houston","recency10","Defensive_OREBpct","East Carolina 20230225",22.5
"Houston","recency10","Defensive_OREBpct","Wichita State 20230302",16.7
"Houston","recency10","Defensive_OREBpct","Memphis 20230305",36.4
"Houston","recency10","Defensive_OREBpct","East Carolina 20230310",17.1
"Houston","recency10","Defensive_OREBpct","Cincinnati 20230311",20.4
"Houston","recency10","Defensive_OREBpct","Memphis 20230312",31
"Houston","recency10","Defensive_OREBpct","Northern Kentucky 20230316",36.7
"Houston","recency10","Defensive_OREBpct","Auburn 20230318",31.7
"Houston","recency10","Defensive_OREBpct","Miami 20230324",20
"Houston","home","Defensive_OREBpct","Northern Colorado 20221107",25
"Houston","home","Defensive_OREBpct","Oral Roberts 20221114",26
"Houston","home","Defensive_OREBpct","Texas Southern 20221116",27.3
"Houston","home","Defensive_OREBpct","Kent State 20221126",20
"Houston","home","Defensive_OREBpct","Norfolk State 20221129",36.8
"Houston","home","Defensive_OREBpct","North Florida 20221206",24.2
"Houston","home","Defensive_OREBpct","Alabama 20221210",31.6
"Houston","home","Defensive_OREBpct","North Carolina A&T 20221213",17.9
"Houston","home","Defensive_OREBpct","McNeese 20221221",18.2
"Houston","home","Defensive_OREBpct","UCF 20221231",38.9
"Houston","home","Defensive_OREBpct","SMU 20230105",17.5
"Houston","home","Defensive_OREBpct","South Florida 20230111",37
"Houston","home","Defensive_OREBpct","Temple 20230122",15.6
"Houston","home","Defensive_OREBpct","Cincinnati 20230128",24.3
"Houston","home","Defensive_OREBpct","Tulsa 20230208",13.9
"Houston","home","Defensive_OREBpct","Memphis 20230219",36.4
"Houston","home","Defensive_OREBpct","Tulane 20230222",22.2
"Houston","home","Defensive_OREBpct","Wichita State 20230302",16.7
"Houston","away","Defensive_OREBpct","Saint Joseph's 20221111",34.1
"Houston","away","Defensive_OREBpct","Oregon 20221120",45.5
"Houston","away","Defensive_OREBpct","Saint Mary's 20221203",39.3
"Houston","away","Defensive_OREBpct","Virginia 20221217",20.7
"Houston","away","Defensive_OREBpct","Tulsa 20221228",30
"Houston","away","Defensive_OREBpct","Cincinnati 20230108",40.5
"Houston","away","Defensive_OREBpct","Tulane 20230117",20.6
"Houston","away","Defensive_OREBpct","UCF 20230125",29
"Houston","away","Defensive_OREBpct","Wichita State 20230202",39.5
"Houston","away","Defensive_OREBpct","Temple 20230205",42.4
"Houston","away","Defensive_OREBpct","SMU 20230216",20
"Houston","away","Defensive_OREBpct","East Carolina 20230225",22.5
"Houston","away","Defensive_OREBpct","Memphis 20230305",36.4
"Houston","away","Defensive_OREBpct","East Carolina 20230310",17.1
"Houston","away","Defensive_OREBpct","Cincinnati 20230311",20.4
"Houston","away","Defensive_OREBpct","Memphis 20230312",31
